from,to
2006012_18,2006072_18
2006011_848,2006071_848
2006011_782,2006071_782
2006011_714,2006071_714
2006011_710,2006071_710
2006011_709,2006071_709
2006011_64,2006071_64
2006011_632,2006071_632
2006011_63,2006071_63
2006011_614,2006071_614
2006011_571,2006071_571
2006011_569,2006071_569
2006011_557,2006071_557
2006011_503,2006071_503
2006011_499,2006071_499
2006011_498,2006071_498
2006011_497,2006071_497
2006011_496,2006071_496
2006011_422,2006071_422
2006011_421,2006071_421
2006011_420,2006071_420
2006011_418,2006071_418
2006011_348,2006071_348
2006011_347,2006071_347
2006011_344,2006071_344
2006011_339,2006071_339
2006011_338,2006071_338
2006011_3191,2006071_3191
2006011_3119,2006071_3119
2006011_2904,2006071_2904
2006011_2882,2006071_2882
2006011_275,2006071_275
2006011_273,2006071_273
2006011_266,2006071_266
2006011_248,2006071_248
2006011_2400,2006071_2400
2006011_142,2006071_142
2005013_9,2005073_9
2005013_76,2005073_76
2005013_70,2005073_70
2005013_67,2005073_67
2005013_63,2005073_63
2005013_62,2005073_62
2005013_61,2005073_61
2005013_60,2005073_60
2005013_56,2005073_56
2005013_55,2005073_55
2005013_54,2005073_54
2005013_49,2005073_49
2005013_48,2005073_48
2005013_44,2005073_44
2005013_42,2005073_42
2005013_39,2005073_39
2005013_36,2005073_36
2005013_30,2005073_30
2005013_3,2005073_3
2005013_28,2005073_28
2005013_27,2005073_27
2005013_26,2005073_26
2005013_25,2005073_25
2005013_24,2005073_24
2005013_21,2005073_21
2005013_20,2005073_20
2005013_16,2005073_16
2005013_15,2005073_15
2005012_718,2005072_718
2005012_717,2005072_717
2005012_524,2005072_524
2005012_523,2005072_523
2005012_503,2005072_503
2005012_502,2005072_502
2005012_500,2005072_500
2005012_359,2005072_359
2005012_3216,2005072_3216
2005012_3146,2005072_3146
2005012_3145,2005072_3145
2005012_3144,2005072_3144
2005012_3137,2005072_3137
2005012_3129,2005072_3129
2005012_3064,2005072_3064
2005012_2991,2005072_2991
2005012_2989,2005072_2989
2005012_2843,2005072_2843
2005012_282,2005072_282
2005012_262,2005072_262
2005012_212,2005072_212
2005012_186,2005072_186
2005012_120,2005072_120
2005011_924,2005071_924
2005011_904,2005071_904
2005011_852,2005071_852
2005011_693,2005071_693
2005011_691,2005071_691
2005011_641,2005071_641
2005011_569,2005071_569
2005011_497,2005071_497
2005011_494,2005071_494
2005011_493,2005071_493
2005011_425,2005071_425
2005011_422,2005071_422
2005011_421,2005071_421
2005011_420,2005071_420
2005011_417,2005071_417
2005011_354,2005071_354
2005011_350,2005071_350
2005011_338,2005071_338
2005011_2925,2005071_2925
2005011_2921,2005071_2921
2005011_2849,2005071_2849
2005011_275,2005071_275
2005011_266,2005071_266
2005011_2317,2005071_2317
2005011_1081,2005071_1081
2004013_70,2004073_70
2004013_64,2004073_64
2004013_63,2004073_63
2004013_62,2004073_62
2004013_58,2004073_58
2004013_57,2004073_57
2004013_56,2004073_56
2004013_53,2004073_53
2004013_52,2004073_52
2004013_51,2004073_51
2004013_50,2004073_50
2004013_49,2004073_49
2004013_48,2004073_48
2004013_46,2004073_46
2004013_45,2004073_45
2004013_44,2004073_44
2004013_43,2004073_43
2004013_42,2004073_42
2004013_40,2004073_40
2004013_38,2004073_38
2004013_32,2004073_32
2004013_31,2004073_31
2004013_26,2004073_26
2004012_574,2004072_574
2004012_506,2004072_506
2004012_502,2004072_502
2004012_433,2004072_433
2004012_3219,2004072_3219
2004012_3192,2004072_3192
2004012_3115,2004072_3115
2004012_3111,2004072_3111
2004012_3067,2004072_3067
2004012_3065,2004072_3065
2004012_3045,2004072_3045
2004012_3043,2004072_3043
2004012_2995,2004072_2995
2004012_2977,2004072_2977
2004012_2970,2004072_2970
2004012_2968,2004072_2968
2004012_2895,2004072_2895
2004012_2848,2004072_2848
2004012_2820,2004072_2820
2004012_2819,2004072_2819
2004012_2818,2004072_2818
2004012_2748,2004072_2748
2004012_2747,2004072_2747
2004012_2746,2004072_2746
2004012_2739,2004072_2739
2004012_2738,2004072_2738
2004012_2676,2004072_2676
2004011_782,2004071_782
2003011_487,2003071_487
2003011_292,2003071_292
2003011_267,2003071_267
2003011_2423,2003071_2423
2003011_197,2003071_197
2003011_1179,2003071_1179
2002013_67,2002073_67
2002012_597,2002072_597
2002012_596,2002072_596
2002012_595,2002072_595
2002012_526,2002072_526
2002012_524,2002072_524
2002012_523,2002072_523
2002012_507,2002072_507
2002012_454,2002072_454
2002012_453,2002072_453
2002012_452,2002072_452
2002012_451,2002072_451
2002012_382,2002072_382
2002012_359,2002072_359
2002012_3219,2002072_3219
2002012_3205,2002072_3205
2002012_3204,2002072_3204
2002012_3189,2002072_3189
2002012_3147,2002072_3147
2002012_3139,2002072_3139
2002012_3075,2002072_3075
2002012_3070,2002072_3070
2002012_3069,2002072_3069
2002012_3068,2002072_3068
2002012_3067,2002072_3067
2002011_852,2002071_852
2002011_719,2002071_719
2002011_692,2002071_692
2002011_643,2002071_643
2002011_623,2002071_623
2002011_557,2002071_557
2002011_499,2002071_499
2002011_421,2002071_421
2002011_3192,2002071_3192
2002011_3072,2002071_3072
2002011_3071,2002071_3071
2002011_3070,2002071_3070
2002011_3069,2002071_3069
2002011_3018,2002071_3018
2002011_3015,2002071_3015
2002011_3007,2002071_3007
2002011_3000,2002071_3000
2002011_2999,2002071_2999
2002011_2998,2002071_2998
2002011_2997,2002071_2997
2002011_2940,2002071_2940
2002011_2936,2002071_2936
2002011_2933,2002071_2933
2002011_2932,2002071_2932
2002011_2930,2002071_2930
2002011_2929,2002071_2929
2002011_2928,2002071_2928
2002011_2927,2002071_2927
2002011_2926,2002071_2926
2002011_2925,2002071_2925
2002011_2921,2002071_2921
2002011_2920,2002071_2920
2002011_2910,2002071_2910
2002011_2861,2002071_2861
2002011_2860,2002071_2860
2002011_2858,2002071_2858
2002011_2857,2002071_2857
2002011_2856,2002071_2856
2002011_2855,2002071_2855
2002011_2854,2002071_2854
2002011_2853,2002071_2853
2002011_2852,2002071_2852
2002011_2851,2002071_2851
2002011_2850,2002071_2850
2002011_2849,2002071_2849
2002011_2848,2002071_2848
2002011_2832,2002071_2832
2002011_2831,2002071_2831
2002011_2830,2002071_2830
2002011_2785,2002071_2785
2002011_2784,2002071_2784
2002011_2783,2002071_2783
2002011_2782,2002071_2782
2002011_2780,2002071_2780
2002011_2779,2002071_2779
2002011_2778,2002071_2778
2002011_2777,2002071_2777
2002011_2776,2002071_2776
2002011_2774,2002071_2774
2002011_2758,2002071_2758
2002011_2706,2002071_2706
2002011_2703,2002071_2703
2002011_2702,2002071_2702
2002011_266,2002071_266
2002011_2614,2002071_2614
2002011_2600,2002071_2600
2002011_2567,2002071_2567
2002011_2428,2002071_2428
2002011_2401,2002071_2401
2002011_2328,2002071_2328
2002011_2310,2002071_2310
2002011_2185,2002071_2185
2002011_1945,2002071_1945
2002011_1619,2002071_1619
2002011_1547,2002071_1547
2002011_1189,2002071_1189
2002011_1177,2002071_1177
2002011_1116,2002071_1116
2001013_74,2001073_74
2001013_18,2001073_18
2001013_16,2001073_16
2001012_90,2001072_90
2001012_9,2001072_9
2001012_872,2001072_872
2001012_870,2001072_870
2001012_83,2001072_83
2001012_803,2001072_803
2001012_802,2001072_802
2001012_801,2001072_801
2001012_800,2001072_800
2001012_731,2001072_731
2001012_728,2001072_728
2001012_727,2001072_727
2001012_726,2001072_726
2001012_667,2001072_667
2001012_649,2001072_649
2001012_597,2001072_597
2001012_596,2001072_596
2001012_587,2001072_587
2001012_586,2001072_586
2001012_585,2001072_585
2001012_58,2001072_58
2001012_57,2001072_57
2001012_54,2001072_54
2001012_53,2001072_53
2001012_526,2001072_526
2001012_524,2001072_524
2001012_523,2001072_523
2001012_518,2001072_518
2001012_517,2001072_517
2001012_516,2001072_516
2001012_515,2001072_515
2001012_512,2001072_512
2001012_507,2001072_507
2001012_506,2001072_506
2001012_46,2001072_46
2001012_455,2001072_455
2001012_454,2001072_454
2001012_451,2001072_451
2001012_449,2001072_449
2001012_446,2001072_446
2001012_432,2001072_432
2001012_383,2001072_383
2001012_382,2001072_382
2001012_381,2001072_381
2001012_378,2001072_378
2001012_377,2001072_377
2001012_376,2001072_376
2001012_375,2001072_375
2001012_369,2001072_369
2001012_349,2001072_349
2001012_347,2001072_347
2001012_339,2001072_339
2001012_337,2001072_337
2001012_333,2001072_333
2001012_309,2001072_309
2001012_300,2001072_300
2001012_29,2001072_29
2001012_277,2001072_277
2001012_275,2001072_275
2001012_2738,2001072_2738
2001012_268,2001072_268
2001012_267,2001072_267
2001012_261,2001072_261
2001012_260,2001072_260
2001012_259,2001072_259
2001012_258,2001072_258
2001012_240,2001072_240
2001012_230,2001072_230
2001012_20,2001072_20
2001012_199,2001072_199
2001012_198,2001072_198
2001012_197,2001072_197
2001012_196,2001072_196
2001012_168,2001072_168
2001012_162,2001072_162
2001012_16,2001072_16
2001012_132,2001072_132
2001012_131,2001072_131
2001012_130,2001072_130
2001012_13,2001072_13
2001012_129,2001072_129
2001012_127,2001072_127
2001012_126,2001072_126
2001012_125,2001072_125
2001012_124,2001072_124
2001012_123,2001072_123
2001012_118,2001072_118
2001012_11,2001072_11
2001011_923,2001071_923
2001011_895,2001071_895
2001011_852,2001071_852
2001011_851,2001071_851
2001011_790,2001071_790
2001011_785,2001071_785
2001011_782,2001071_782
2001011_780,2001071_780
2001011_776,2001071_776
2001011_764,2001071_764
2001011_718,2001071_718
2001011_716,2001071_716
2001011_711,2001071_711
2001011_709,2001071_709
2001011_693,2001071_693
2001011_692,2001071_692
2001011_67,2001071_67
2001011_646,2001071_646
2001011_639,2001071_639
2001011_633,2001071_633
2001011_623,2001071_623
2001011_622,2001071_622
2001011_569,2001071_569
2001011_566,2001071_566
2001011_564,2001071_564
2001011_561,2001071_561
2001011_557,2001071_557
2001011_554,2001071_554
2001011_553,2001071_553
2001011_55,2001071_55
2001011_503,2001071_503
2001011_499,2001071_499
2001011_498,2001071_498
2001011_497,2001071_497
2001011_495,2001071_495
2001011_494,2001071_494
2001011_493,2001071_493
2001011_492,2001071_492
2001011_49,2001071_49
2001011_488,2001071_488
2001011_487,2001071_487
2001011_431,2001071_431
2001011_429,2001071_429
2001011_428,2001071_428
2001011_426,2001071_426
2001011_425,2001071_425
2001011_424,2001071_424
2001011_423,2001071_423
2001011_422,2001071_422
2001011_421,2001071_421
2001011_420,2001071_420
2001011_419,2001071_419
2001011_418,2001071_418
2001011_416,2001071_416
2001011_415,2001071_415
2001011_357,2001071_357
2001011_348,2001071_348
2001011_346,2001071_346
2001011_341,2001071_341
2001011_339,2001071_339
2001011_338,2001071_338
2001011_337,2001071_337
2001011_327,2001071_327
2001011_3224,2001071_3224
2001011_3079,2001071_3079
2001011_3074,2001071_3074
2001011_3069,2001071_3069
2001011_3000,2001071_3000
2001011_2999,2001071_2999
2001011_2998,2001071_2998
2001011_2930,2001071_2930
2001011_2928,2001071_2928
2001011_2927,2001071_2927
2001011_2926,2001071_2926
2001011_2925,2001071_2925
2001011_2856,2001071_2856
2001011_2855,2001071_2855
2001011_2853,2001071_2853
2001011_2849,2001071_2849
2001011_2833,2001071_2833
2001011_2832,2001071_2832
2001011_2780,2001071_2780
2001011_2777,2001071_2777
2001011_2776,2001071_2776
2001011_2761,2001071_2761
2001011_2760,2001071_2760
2001011_270,2001071_270
2001011_266,2001071_266
2001011_2630,2001071_2630
2001011_2616,2001071_2616
2001011_258,2001071_258
2001011_2544,2001071_2544
2001011_2381,2001071_2381
2001011_2379,2001071_2379
2001011_2351,2001071_2351
2001011_204,2001071_204
2001011_194,2001071_194
2001011_1912,2001071_1912
2001011_1911,2001071_1911
2001011_1905,2001071_1905
2001011_179,2001071_179
2001011_1766,2001071_1766
2001011_1695,2001071_1695
2001011_1694,2001071_1694
2001011_1621,2001071_1621
2001011_1619,2001071_1619
2001011_143,2001071_143
2001011_1405,2001071_1405
2001011_133,2001071_133
2001011_132,2001071_132
2001011_130,2001071_130
2001011_127,2001071_127
2001011_1074,2001071_1074
2000013_85,2000073_85
2000013_78,2000073_78
2000013_74,2000073_74
2000013_67,2000073_67
2000013_61,2000073_61
2000013_60,2000073_60
2000013_57,2000073_57
2000013_56,2000073_56
2000013_55,2000073_55
2000013_54,2000073_54
2000013_51,2000073_51
2000013_50,2000073_50
2000013_49,2000073_49
2000013_48,2000073_48
2000013_46,2000073_46
2000013_45,2000073_45
2000013_44,2000073_44
2000013_43,2000073_43
2000013_42,2000073_42
2000013_40,2000073_40
2000013_38,2000073_38
2000013_37,2000073_37
2000013_36,2000073_36
2000013_33,2000073_33
2000013_28,2000073_28
2000013_20,2000073_20
2000012_934,2000072_934
2000012_933,2000072_933
2000012_862,2000072_862
2000012_790,2000072_790
2000012_788,2000072_788
2000012_787,2000072_787
2000012_785,2000072_785
2000012_728,2000072_728
2000012_718,2000072_718
2000012_717,2000072_717
2000012_716,2000072_716
2000012_715,2000072_715
2000012_714,2000072_714
2000012_713,2000072_713
2000012_67,2000072_67
2000012_66,2000072_66
2000012_653,2000072_653
2000012_65,2000072_65
2000012_647,2000072_647
2000012_646,2000072_646
2000012_645,2000072_645
2000012_644,2000072_644
2000012_643,2000072_643
2000012_581,2000072_581
2000012_572,2000072_572
2000012_571,2000072_571
2000012_570,2000072_570
2000012_568,2000072_568
2000012_507,2000072_507
2000012_498,2000072_498
2000012_496,2000072_496
2000012_428,2000072_428
2000012_426,2000072_426
2000012_424,2000072_424
2000012_359,2000072_359
2000012_358,2000072_358
2000012_355,2000072_355
2000012_354,2000072_354
2000012_353,2000072_353
2000012_352,2000072_352
2000012_3180,2000072_3180
2000012_3110,2000072_3110
2000012_3040,2000072_3040
2000012_285,2000072_285
2000012_284,2000072_284
2000012_283,2000072_283
2000012_281,2000072_281
2000012_280,2000072_280
2000012_212,2000072_212
2000012_211,2000072_211
2000012_137,2000072_137
2000012_134,2000072_134
2000012_114,2000072_114
2000012_1006,2000072_1006
2000011_959,2000071_959
2000011_899,2000071_899
2000011_893,2000071_893
2000011_828,2000071_828
2000011_754,2000071_754
2000011_683,2000071_683
2000011_666,2000071_666
2000011_613,2000071_613
2000011_612,2000071_612
2000011_610,2000071_610
2000011_557,2000071_557
2000011_543,2000071_543
2000011_469,2000071_469
2000011_465,2000071_465
2000011_440,2000071_440
2000011_423,2000071_423
2000011_422,2000071_422
2000011_421,2000071_421
2000011_420,2000071_420
2000011_42,2000071_42
2000011_411,2000071_411
2000011_41,2000071_41
2000011_400,2000071_400
2000011_40,2000071_40
2000011_398,2000071_398
2000011_397,2000071_397
2000011_390,2000071_390
2000011_367,2000071_367
2000011_36,2000071_36
2000011_350,2000071_350
2000011_341,2000071_341
2000011_339,2000071_339
2000011_338,2000071_338
2000011_337,2000071_337
2000011_328,2000071_328
2000011_3159,2000071_3159
2000011_3120,2000071_3120
2000011_2958,2000071_2958
2000011_2946,2000071_2946
2000011_2941,2000071_2941
2000011_2870,2000071_2870
2000011_2853,2000071_2853
2000011_2849,2000071_2849
2000011_2777,2000071_2777
2000011_273,2000071_273
2000011_2702,2000071_2702
2000011_270,2000071_270
2000011_2696,2000071_2696
2000011_2688,2000071_2688
2000011_266,2000071_266
2000011_260,2000071_260
2000011_259,2000071_259
2000011_251,2000071_251
2000011_250,2000071_250
2000011_198,2000071_198
2000011_197,2000071_197
2000011_192,2000071_192
2000011_187,2000071_187
2000011_186,2000071_186
2000011_1621,2000071_1621
2000011_1620,2000071_1620
2000011_1407,2000071_1407
2000011_1326,2000071_1326
2000011_127,2000071_127
2000011_126,2000071_126
